project_id,project_name,city,neighborhood,latitude,longitude,property_type,quality_tier,launch_date,total_units,avg_price,total_leads,qualified_leads,qualified_lead_rate,visits,reservations,sales,spend,cpl,cpql,lead_to_visit_rate,visit_to_reservation_rate,reservation_to_sale_rate,revenue,avg_sale_price,unsold_inventory,sell_through_rate
P0414,Bir Bouregba Signature Homes,Hammamet,Bir Bouregba,36.424082,10.568455,Villa,strong,2025-04-02,69,523000,855,219,0.256140350877193,172,49,17.0,48581.29,56.82022222222222,221.83237442922376,0.20116959064327486,0.28488372093023256,0.3469387755102041,8343957.17,490821.01,52.0,0.2463768115942029
P0425,Bir Bouregba Signature Homes,Hammamet,Bir Bouregba,36.434452,10.577229,Villa,strong,2025-04-05,42,448000,984,287,0.2916666666666667,205,62,23.0,53565.45,54.43643292682926,186.63919860627178,0.20833333333333334,0.3024390243902439,0.3709677419354839,9804701.95,426291.3891304348,19.0,0.5476190476190477
P0418,Bir Bouregba Signature Terraces,Hammamet,Bir Bouregba,36.444988,10.565979,Villa,average,2025-03-31,44,470000,650,161,0.24769230769230768,136,20,9.0,42143.77,64.83656923076923,261.7625465838509,0.20923076923076922,0.14705882352941177,0.45,3996084.63,444009.4033333333,35.0,0.20454545454545456
P0429,Bir Bouregba Urban Homes,Hammamet,Bir Bouregba,36.431536,10.567435,Apartment,strong,2025-03-03,134,414000,1477,506,0.3425863236289777,365,103,46.0,73729.99,49.91874746106974,145.71144268774705,0.24712254570074474,0.2821917808219178,0.44660194174757284,18092324.84,393311.4095652174,88.0,0.34328358208955223
P0411,Bir Bouregba Urban Living,Hammamet,Bir Bouregba,36.432499,10.57096,Apartment,average,2025-06-05,85,236000,709,249,0.3511988716502116,128,43,16.0,42115.61,59.4014245416079,169.13899598393576,0.18053596614950634,0.3359375,0.37209302325581395,3543281.56,221455.0975,69.0,0.18823529411764706
P0441,Bir Bouregba Urban Park,Hammamet,Bir Bouregba,36.431337,10.571998,Apartment,strong,2025-01-23,97,518000,1219,317,0.26004922067268255,276,77,36.0,75813.16,62.19291222313372,239.1582334384858,0.22641509433962265,0.27898550724637683,0.4675324675324675,17646100.31,490169.4530555555,61.0,0.3711340206185567
P0403,Bir Bouregba Urban Suites,Hammamet,Bir Bouregba,36.440196,10.561852,Apartment,average,2025-03-19,176,406000,860,276,0.3209302325581395,186,44,17.0,56641.21,65.86187209302325,205.22177536231885,0.21627906976744185,0.23655913978494625,0.38636363636363635,6453296.28,379605.6635294118,159.0,0.09659090909090909
P0440,Bir Bouregba Urban Terraces,Hammamet,Bir Bouregba,36.432921,10.575089,Apartment,average,2025-01-30,190,289000,1132,428,0.37809187279151946,271,75,37.0,65424.2,57.795229681978796,152.86028037383176,0.2393992932862191,0.2767527675276753,0.49333333333333335,10052138.85,271679.4283783784,153.0,0.19473684210526315
P0407,Centre Hammamet Compact Park,Hammamet,Centre Hammamet,36.402659,10.617495,Studio,average,2025-01-14,137,307000,1133,421,0.3715798764342454,243,70,34.0,68187.17,60.182850838481905,161.96477434679335,0.2144748455428067,0.2880658436213992,0.4857142857142857,9846065.18,289590.15235294116,103.0,0.24817518248175183
P0416,Centre Hammamet Compact Residences,Hammamet,Centre Hammamet,36.400833,10.617231,Studio,strong,2025-06-10,161,314000,1220,510,0.4180327868852459,326,112,67.0,56486.45,46.300368852459016,110.75774509803921,0.26721311475409837,0.34355828220858897,0.5982142857142857,19890472.75,296872.7276119403,94.0,0.4161490683229814
P0422,Centre Hammamet Signature Suites,Hammamet,Centre Hammamet,36.403191,10.617157,Villa,average,2025-03-11,68,564000,581,99,0.1703958691910499,83,15,6.0,42719.11,73.52686746987952,431.50616161616165,0.14285714285714285,0.18072289156626506,0.4,3180860.42,530143.4033333333,62.0,0.08823529411764706
P0444,Centre Hammamet Signature Terraces,Hammamet,Centre Hammamet,36.402963,10.623275,Villa,strong,2025-01-22,87,798000,764,65,0.08507853403141362,108,20,11.0,61852.81,80.95917539267015,951.5816923076923,0.14136125654450263,0.18518518518518517,0.55,8223549.28,747595.3890909092,76.0,0.12643678160919541
P0406,Centre Hammamet Signature Vista,Hammamet,Centre Hammamet,36.393382,10.616723,Villa,strong,2025-02-01,49,683000,830,111,0.13373493975903614,155,30,10.0,58250.28,70.18106024096386,524.7772972972973,0.18674698795180722,0.1935483870967742,0.3333333333333333,6457912.36,645791.236,39.0,0.20408163265306123
P0417,Centre Hammamet Signature Vista,Hammamet,Centre Hammamet,36.392833,10.607303,Villa,average,2025-01-20,48,372000,795,268,0.3371069182389937,163,42,19.0,47439.38,59.672176100628924,177.01261194029848,0.2050314465408805,0.25766871165644173,0.4523809523809524,6617039.39,348265.23105263157,29.0,0.3958333333333333
P0413,Centre Hammamet Urban Gardens,Hammamet,Centre Hammamet,36.405768,10.620869,Apartment,average,2025-05-20,169,403000,776,184,0.23711340206185566,156,36,10.0,47552.56,61.27907216494845,258.43782608695653,0.20103092783505155,0.23076923076923078,0.2777777777777778,3797802.06,379780.206,159.0,0.05917159763313609
P0432,Centre Hammamet Urban Homes,Hammamet,Centre Hammamet,36.399714,10.615761,Apartment,strong,2025-06-10,157,558000,825,180,0.21818181818181817,165,50,20.0,52581.44,63.73507878787879,292.1191111111111,0.2,0.30303030303030304,0.4,10473048.18,523652.409,137.0,0.12738853503184713
P0433,Centre Hammamet Urban Residences,Hammamet,Centre Hammamet,36.400617,10.618265,Apartment,average,2025-04-04,158,303000,883,298,0.33748584371460927,161,45,16.0,51989.92,58.87873159682899,174.4628187919463,0.1823329558323896,0.2795031055900621,0.35555555555555557,4549548.56,284346.785,142.0,0.10126582278481013
P0410,Centre Hammamet Urban Suites,Hammamet,Centre Hammamet,36.389267,10.620988,Apartment,weak,2025-05-19,85,327000,538,164,0.3048327137546468,87,19,6.0,38619.95,71.7842936802974,235.48749999999998,0.16171003717472118,0.21839080459770116,0.3157894736842105,1893501.47,315583.5783333333,79.0,0.07058823529411765
P0405,Mrezga Sud Compact Homes,Hammamet,Mrezga Sud,36.397891,10.616413,Studio,average,2025-03-29,88,186000,979,354,0.3615934627170582,216,49,21.0,60811.74,62.1161797752809,171.78457627118644,0.22063329928498468,0.22685185185185186,0.42857142857142855,3659471.54,174260.54952380952,67.0,0.23863636363636365
P0430,Mrezga Sud Signature Gardens,Hammamet,Mrezga Sud,36.396312,10.62474,Villa,average,2025-04-16,36,638000,500,61,0.122,87,13,3.0,39638.14,79.27628,649.8055737704918,0.174,0.14942528735632185,0.23076923076923078,1864288.68,621429.5599999999,33.0,0.08333333333333333
P0399,Mrezga Sud Signature Heights,Hammamet,Mrezga Sud,36.395574,10.628148,Villa,average,2025-04-18,41,337000,675,245,0.362962962962963,142,47,19.0,40472.55,59.95933333333334,165.19408163265308,0.21037037037037037,0.33098591549295775,0.40425531914893614,6060188.2299999995,318957.27526315785,22.0,0.4634146341463415
P0419,Mrezga Sud Signature Heights,Hammamet,Mrezga Sud,36.398199,10.622109,Villa,average,2025-04-23,60,584000,474,75,0.15822784810126583,73,14,6.0,36661.65,77.34525316455696,488.822,0.1540084388185654,0.1917808219178082,0.42857142857142855,3295045.0300000003,549174.1716666667,54.0,0.1
P0402,Mrezga Sud Signature Living,Hammamet,Mrezga Sud,36.398283,10.620349,Villa,strong,2025-04-11,94,689000,679,93,0.13696612665684832,117,25,14.0,48755.67,71.80511045655375,524.2545161290323,0.1723122238586156,0.21367521367521367,0.56,9163566.41,654540.4578571429,80.0,0.14893617021276595
P0415,Mrezga Sud Signature Park,Hammamet,Mrezga Sud,36.400696,10.623459,Villa,average,2025-01-01,84,462000,872,220,0.25229357798165136,191,48,16.0,54261.74,62.22676605504587,246.64427272727272,0.2190366972477064,0.2513089005235602,0.3333333333333333,6953393.32,434587.0825,68.0,0.19047619047619047
P0438,Mrezga Sud Signature Residences,Hammamet,Mrezga Sud,36.394382,10.627994,Villa,strong,2025-04-08,55,745000,644,70,0.10869565217391304,81,23,9.0,48504.83,75.31805900621119,692.9261428571428,0.12577639751552794,0.2839506172839506,0.391304347826087,6225805.79,691756.1988888889,46.0,0.16363636363636364
P0424,Mrezga Sud Signature Suites,Hammamet,Mrezga Sud,36.41151,10.617081,Villa,average,2025-01-12,63,644000,588,72,0.12244897959183673,88,10,5.0,48362.45,82.24906462585034,671.7006944444444,0.14965986394557823,0.11363636363636363,0.5,3112095.12,622419.024,58.0,0.07936507936507936
P0427,Mrezga Sud Signature Vista,Hammamet,Mrezga Sud,36.39909,10.617201,Villa,average,2025-05-23,65,342000,544,178,0.3272058823529412,102,18,2.0,32700.05,60.110386029411764,183.70814606741573,0.1875,0.17647058823529413,0.1111111111111111,642301.5,321150.75,63.0,0.03076923076923077
P0439,Mrezga Sud Urban Gardens,Hammamet,Mrezga Sud,36.401601,10.628424,Apartment,average,2025-02-06,87,446000,1078,255,0.23654916512059368,205,54,15.0,67911.6,62.997773654916514,266.32000000000005,0.1901669758812616,0.2634146341463415,0.2777777777777778,6290273.76,419351.584,72.0,0.1724137931034483
P0436,Mrezga Sud Urban Homes,Hammamet,Mrezga Sud,36.396093,10.620549,Apartment,strong,2025-05-04,212,496000,1078,274,0.2541743970315399,230,56,24.0,59047.42,54.77497217068645,215.50153284671532,0.21335807050092764,0.24347826086956523,0.42857142857142855,11188510.25,466187.9270833333,188.0,0.11320754716981132
P0400,Mrezga Sud Urban Park,Hammamet,Mrezga Sud,36.400508,10.628126,Apartment,average,2025-02-18,84,279000,1015,385,0.3793103448275862,213,54,26.0,60923.159999999996,60.022817733990145,158.241974025974,0.20985221674876847,0.2535211267605634,0.48148148148148145,6832247.94,262778.76692307694,58.0,0.30952380952380953
P0423,Yasmine Hammamet Business Living,Hammamet,Yasmine Hammamet,36.364934,10.532956,Office,weak,2025-06-07,47,316000,378,113,0.29894179894179895,70,16,8.0,25015.55,66.1787037037037,221.37654867256637,0.18518518518518517,0.22857142857142856,0.5,2431665.83,303958.22875,39.0,0.1702127659574468
P0443,Yasmine Hammamet Business Suites,Hammamet,Yasmine Hammamet,36.370335,10.536323,Office,average,2025-01-01,116,492000,705,181,0.25673758865248225,106,25,11.0,46971.51,66.62625531914894,259.5111049723757,0.150354609929078,0.2358490566037736,0.44,5014007.76,455818.88727272727,105.0,0.09482758620689655
P0401,Yasmine Hammamet Signature Heights,Hammamet,Yasmine Hammamet,36.36197,10.527148,Villa,average,2025-05-05,61,399000,578,152,0.2629757785467128,123,32,13.0,35366.53,61.18776816608997,232.6745394736842,0.21280276816608998,0.2601626016260163,0.40625,4888987.11,376075.9315384616,48.0,0.21311475409836064
P0412,Yasmine Hammamet Signature Living,Hammamet,Yasmine Hammamet,36.375079,10.530499,Villa,strong,2025-04-25,62,751000,578,56,0.09688581314878893,104,21,6.0,47100.19,81.48821799307959,841.0748214285715,0.17993079584775087,0.20192307692307693,0.2857142857142857,4251126.72,708521.12,56.0,0.0967741935483871
P0435,Yasmine Hammamet Signature Park,Hammamet,Yasmine Hammamet,36.373051,10.5423,Villa,average,2025-05-11,46,476000,551,139,0.25226860254083483,88,22,7.0,35795.11,64.96390199637024,257.5187769784173,0.15970961887477314,0.25,0.3181818181818182,3129881.66,447125.9514285714,39.0,0.15217391304347827
P0434,Yasmine Hammamet Signature Residences,Hammamet,Yasmine Hammamet,36.364784,10.525717,Villa,strong,2025-03-31,78,637000,779,137,0.17586649550706032,150,35,16.0,53714.45,68.95308087291399,392.0762773722628,0.1925545571245186,0.23333333333333334,0.45714285714285713,9451906.64,590744.165,62.0,0.20512820512820512
P0398,Yasmine Hammamet Urban Living,Hammamet,Yasmine Hammamet,36.361944,10.53233,Apartment,weak,2025-02-07,85,394000,693,179,0.2582972582972583,102,17,6.0,47741.56,68.89113997113996,266.712625698324,0.1471861471861472,0.16666666666666666,0.35294117647058826,2210036.34,368339.38999999996,79.0,0.07058823529411765
P0421,Yasmine Hammamet Urban Park,Hammamet,Yasmine Hammamet,36.370149,10.528313,Apartment,average,2025-05-18,204,230000,799,279,0.34918648310387984,171,50,21.0,45148.01,56.50564455569462,161.82082437275986,0.21401752190237797,0.29239766081871343,0.42,4552757.9399999995,216797.99714285712,183.0,0.10294117647058823
P0397,Yasmine Hammamet Urban Suites,Hammamet,Yasmine Hammamet,36.363593,10.524226,Apartment,weak,2025-03-23,207,197000,649,206,0.31741140215716485,112,21,5.0,44743.6,68.94237288135594,217.20194174757282,0.17257318952234207,0.1875,0.23809523809523808,918776.44,183755.288,202.0,0.024154589371980676
P0409,Yasmine Hammamet Urban Suites,Hammamet,Yasmine Hammamet,36.366067,10.539097,Apartment,average,2025-03-01,116,300000,1095,364,0.3324200913242009,220,62,17.0,64079.82,58.52038356164383,176.04346153846154,0.2009132420091324,0.2818181818181818,0.27419354838709675,4780062.39,281180.1405882353,99.0,0.14655172413793102
P0408,Yasmine Hammamet Urban Terraces,Hammamet,Yasmine Hammamet,36.367304,10.530796,Apartment,strong,2025-03-06,162,315000,1718,768,0.4470314318975553,471,157,84.0,78182.75,45.50800349243306,101.80045572916667,0.2741559953434226,0.3333333333333333,0.535031847133758,25054680.45,298270.0053571428,78.0,0.5185185185185185
P0431,Yasmine Hammamet Urban Vista,Hammamet,Yasmine Hammamet,36.369038,10.533289,Apartment,average,2025-06-04,103,228000,754,276,0.3660477453580902,181,53,28.0,43848.07,58.15393899204244,158.8698188405797,0.24005305039787797,0.292817679558011,0.5283018867924528,6075506.49,216982.37464285715,75.0,0.27184466019417475
P0239,Cite Les Pins Business Gardens,La Marsa,Cite Les Pins,36.878886,10.319167,Office,weak,2025-01-20,54,596000,400,108,0.27,52,8,0.0,29980.05,74.950125,277.59305555555557,0.13,0.15384615384615385,0.0,0.0,596000.0,54.0,0.0
P0256,Cite Les Pins Business Homes,La Marsa,Cite Les Pins,36.87575,10.323084,Office,weak,2025-04-27,84,632000,288,82,0.2847222222222222,28,4,1.0,22424.27,77.8620486111111,273.4667073170732,0.09722222222222222,0.14285714285714285,0.25,589847.81,589847.81,83.0,0.011904761904761904
P0234,Cite Les Pins Compact Park,La Marsa,Cite Les Pins,36.895582,10.320882,Studio,weak,2025-05-27,158,236000,385,101,0.2623376623376623,61,8,2.0,27699.68,71.94722077922079,274.2542574257426,0.15844155844155844,0.13114754098360656,0.25,442101.27,221050.635,156.0,0.012658227848101266
P0205,Cite Les Pins Compact Terraces,La Marsa,Cite Les Pins,36.881297,10.311022,Studio,average,2025-02-04,101,486000,926,316,0.3412526997840173,156,38,9.0,54941.26,59.331814254859616,173.86474683544304,0.16846652267818574,0.24358974358974358,0.23684210526315788,4119247.45,457694.1611111111,92.0,0.0891089108910891
P0213,Cite Les Pins Signature Gardens,La Marsa,Cite Les Pins,36.881844,10.307848,Villa,average,2025-02-19,59,644000,612,202,0.3300653594771242,97,22,6.0,37843.36,61.83555555555556,187.34336633663366,0.15849673202614378,0.2268041237113402,0.2727272727272727,3614232.73,602372.1216666667,53.0,0.1016949152542373
P0207,Cite Les Pins Signature Homes,La Marsa,Cite Les Pins,36.891348,10.315394,Villa,average,2025-06-05,59,1112000,339,57,0.168141592920354,40,8,1.0,26010.46,76.72702064896755,456.32385964912277,0.11799410029498525,0.2,0.125,1060116.86,1060116.86,58.0,0.01694915254237288
P0223,Cite Les Pins Signature Homes,La Marsa,Cite Les Pins,36.884919,10.30687,Villa,average,2025-03-10,41,1162000,476,77,0.16176470588235295,64,14,2.0,36669.46,77.0366806722689,476.2267532467532,0.13445378151260504,0.21875,0.14285714285714285,2259277.85,1129638.925,39.0,0.04878048780487805
P0224,Cite Les Pins Signature Homes,La Marsa,Cite Les Pins,36.888107,10.316406,Villa,weak,2025-02-22,58,506000,450,124,0.27555555555555555,56,11,3.0,31673.26,70.38502222222222,255.42951612903224,0.12444444444444444,0.19642857142857142,0.2727272727272727,1471226.34,490408.78,55.0,0.05172413793103448
P0253,Cite Les Pins Signature Living,La Marsa,Cite Les Pins,36.888813,10.313775,Villa,average,2025-02-27,33,992000,545,124,0.22752293577981653,68,10,5.0,38496.34,70.63548623853211,310.45435483870966,0.12477064220183487,0.14705882352941177,0.5,4706510.22,941302.044,28.0,0.15151515151515152
P0243,Cite Les Pins Signature Park,La Marsa,Cite Les Pins,36.888272,10.317078,Villa,average,2025-04-19,78,1505000,324,28,0.08641975308641975,40,9,1.0,32335.86,99.80203703703704,1154.8521428571428,0.12345679012345678,0.225,0.1111111111111111,1422089.19,1422089.19,77.0,0.01282051282051282
P0209,Cite Les Pins Signature Terraces,La Marsa,Cite Les Pins,36.89029,10.311862,Villa,weak,2025-05-09,29,988000,290,43,0.1482758620689655,35,1,0.0,24517.74,84.54393103448277,570.1800000000001,0.1206896551724138,0.02857142857142857,0.0,0.0,988000.0,29.0,0.0
P0228,Cite Les Pins Signature Terraces,La Marsa,Cite Les Pins,36.894899,10.313664,Villa,average,2025-02-21,50,824000,537,137,0.25512104283054005,86,21,7.0,36097.06,67.21985102420857,263.4821897810219,0.1601489757914339,0.2441860465116279,0.3333333333333333,5369883.19,767126.17,43.0,0.14
P0230,Cite Les Pins Signature Vista,La Marsa,Cite Les Pins,36.88402,10.322862,Villa,weak,2025-06-05,72,718000,266,65,0.24436090225563908,24,3,0.0,20383.95,76.63139097744362,313.59923076923076,0.09022556390977443,0.125,0.0,0.0,718000.0,72.0,0.0
P0222,Cite Les Pins Urban Gardens,La Marsa,Cite Les Pins,36.891524,10.312791,Apartment,average,2025-05-13,182,653000,568,180,0.31690140845070425,106,16,5.0,36217.46,63.7631338028169,201.2081111111111,0.18661971830985916,0.1509433962264151,0.3125,3084462.4,616892.48,177.0,0.027472527472527472
P0221,Cite Les Pins Urban Heights,La Marsa,Cite Les Pins,36.89689,10.317478,Apartment,weak,2025-01-25,84,619000,571,137,0.23992994746059546,66,11,3.0,45178.71,79.12208406304728,329.77160583941605,0.11558669001751314,0.16666666666666666,0.2727272727272727,1764991.94,588330.6466666666,81.0,0.03571428571428571
P0244,Cite Les Pins Urban Park,La Marsa,Cite Les Pins,36.891661,10.314844,Apartment,strong,2025-01-16,102,538000,1331,490,0.3681442524417731,309,82,34.0,67968.56,51.06578512396694,138.7113469387755,0.23215627347858753,0.26537216828478966,0.4146341463414634,17203012.44,505970.9541176471,68.0,0.3333333333333333
P0257,Cite Les Pins Urban Park,La Marsa,Cite Les Pins,36.885067,10.327414,Apartment,strong,2025-05-08,144,639000,856,346,0.40420560747663553,200,55,27.0,44438.37,51.91398364485982,128.43459537572255,0.2336448598130841,0.275,0.4909090909090909,16111791.25,596733.0092592592,117.0,0.1875
P0252,Cite Les Pins Urban Residences,La Marsa,Cite Les Pins,36.890986,10.311008,Apartment,strong,2025-06-06,162,644000,749,317,0.4232309746328438,184,52,26.0,39374.46,52.56937249666222,124.20965299684542,0.24566088117489987,0.2826086956521739,0.5,15854182.18,609776.2376923077,136.0,0.16049382716049382
P0251,Gammarth Business Gardens,La Marsa,Gammarth,36.925604,10.285656,Office,strong,2025-03-24,94,952000,626,184,0.2939297124600639,102,28,10.0,35951.76,57.43092651757189,195.39000000000001,0.16293929712460065,0.27450980392156865,0.35714285714285715,9199013.43,919901.343,84.0,0.10638297872340426
P0210,Gammarth Business Homes,La Marsa,Gammarth,36.920983,10.28303,Office,strong,2025-02-06,64,916000,782,250,0.319693094629156,169,52,27.0,45290.17,57.915818414322246,181.16067999999999,0.21611253196930946,0.3076923076923077,0.5192307692307693,23386118.1,866152.5222222223,37.0,0.421875
P0211,Gammarth Business Homes,La Marsa,Gammarth,36.914206,10.282148,Office,average,2025-05-06,104,907000,398,93,0.23366834170854273,57,13,7.0,26076.73,65.51942211055277,280.3949462365591,0.14321608040201006,0.22807017543859648,0.5384615384615384,5959532.11,851361.7300000001,97.0,0.0673076923076923
P0216,Gammarth Business Residences,La Marsa,Gammarth,36.909365,10.277376,Office,average,2025-04-24,75,990000,389,80,0.20565552699228792,67,13,3.0,28155.0,72.37789203084833,351.9375,0.17223650385604114,0.19402985074626866,0.23076923076923078,2733351.18,911117.06,72.0,0.04
P0231,Gammarth Signature Heights,La Marsa,Gammarth,36.916353,10.276658,Villa,weak,2025-02-06,76,1045000,372,53,0.1424731182795699,43,8,2.0,30794.11,82.77986559139785,581.0209433962265,0.11559139784946236,0.18604651162790697,0.25,2028344.0899999999,1014172.0449999999,74.0,0.02631578947368421
P0246,Gammarth Signature Heights,La Marsa,Gammarth,36.917882,10.284613,Villa,average,2025-02-15,77,1141000,521,71,0.1362763915547025,71,10,1.0,40707.14,78.13270633397313,573.34,0.1362763915547025,0.14084507042253522,0.1,1045556.89,1045556.89,76.0,0.012987012987012988
P0233,Gammarth Signature Homes,La Marsa,Gammarth,36.920808,10.286241,Villa,average,2025-02-09,66,1015000,547,112,0.20475319926873858,85,17,10.0,39684.84,72.54998171846434,354.32892857142855,0.15539305301645337,0.2,0.5882352941176471,9686759.81,968675.981,56.0,0.15151515151515152
P0206,Gammarth Signature Living,La Marsa,Gammarth,36.915776,10.286024,Villa,average,2025-03-10,50,759000,568,202,0.35563380281690143,108,23,11.0,36369.21,64.03029929577464,180.04559405940594,0.19014084507042253,0.21296296296296297,0.4782608695652174,7921683.31,720153.0281818182,39.0,0.22
P0263,Gammarth Signature Residences,La Marsa,Gammarth,36.922233,10.284895,Villa,weak,2025-02-19,77,985000,335,64,0.191044776119403,46,5,1.0,29183.55,87.11507462686566,455.99296875,0.1373134328358209,0.10869565217391304,0.2,939932.81,939932.81,76.0,0.012987012987012988
P0235,Gammarth Signature Terraces,La Marsa,Gammarth,36.921597,10.287971,Villa,weak,2025-02-17,80,469000,404,123,0.30445544554455445,56,13,5.0,32334.72,80.03643564356436,262.8839024390244,0.13861386138613863,0.23214285714285715,0.38461538461538464,2178487.72,435697.54400000005,75.0,0.0625
P0219,Gammarth Signature Vista,La Marsa,Gammarth,36.919949,10.29049,Villa,average,2025-01-25,48,852000,603,176,0.29187396351575456,103,18,7.0,41978.159999999996,69.6155223880597,238.51227272727272,0.17081260364842454,0.17475728155339806,0.3888888888888889,5489513.63,784216.2328571428,41.0,0.14583333333333334
P0217,Gammarth Urban Gardens,La Marsa,Gammarth,36.918429,10.279577,Apartment,average,2025-01-14,171,626000,819,271,0.3308913308913309,150,31,15.0,51795.31,63.24213675213675,191.12660516605166,0.18315018315018314,0.20666666666666667,0.4838709677419355,8782708.02,585513.868,156.0,0.08771929824561403
P0255,Gammarth Urban Living,La Marsa,Gammarth,36.921241,10.282772,Apartment,weak,2025-03-02,103,620000,502,145,0.28884462151394424,73,9,6.0,38178.17,76.05213147410358,263.297724137931,0.1454183266932271,0.1232876712328767,0.6666666666666666,3584713.45,597452.2416666667,97.0,0.05825242718446602
P0232,Gammarth Urban Park,La Marsa,Gammarth,36.914762,10.281306,Apartment,strong,2025-02-26,148,717000,1061,415,0.3911404335532517,251,83,44.0,61285.49,57.76200754005655,147.6758795180723,0.236569274269557,0.33067729083665337,0.5301204819277109,29706407.39,675145.6225,104.0,0.2972972972972973
P0241,Gammarth Urban Terraces,La Marsa,Gammarth,36.910777,10.284363,Apartment,average,2025-04-15,107,896000,613,148,0.24143556280587275,94,20,6.0,42240.8,68.90831973898858,285.41081081081086,0.1533442088091354,0.2127659574468085,0.3,5088811.94,848135.3233333334,101.0,0.056074766355140186
P0259,Marsa Plage Business Gardens,La Marsa,Marsa Plage,36.895638,10.322275,Office,average,2025-06-02,62,852000,360,94,0.2611111111111111,62,17,3.0,23072.6,64.09055555555555,245.4531914893617,0.17222222222222222,0.27419354838709675,0.17647058823529413,2430352.67,810117.5566666666,59.0,0.04838709677419355
P0238,Marsa Plage Business Park,La Marsa,Marsa Plage,36.88466,10.317574,Office,average,2025-05-28,84,581000,393,136,0.3460559796437659,63,12,1.0,23049.93,58.651221374045804,169.48477941176472,0.16030534351145037,0.19047619047619047,0.08333333333333333,560067.2,560067.2,83.0,0.011904761904761904
P0218,Marsa Plage Business Terraces,La Marsa,Marsa Plage,36.888816,10.322262,Office,strong,2025-01-11,75,737000,865,330,0.3815028901734104,192,52,23.0,46188.51,53.39712138728324,139.96518181818183,0.22196531791907514,0.2708333333333333,0.4423076923076923,15984126.2,694962.0086956521,52.0,0.30666666666666664
P0260,Marsa Plage Business Terraces,La Marsa,Marsa Plage,36.883181,10.327879,Office,strong,2025-04-19,76,760000,664,241,0.3629518072289157,151,40,16.0,36687.7,55.25256024096385,152.2311203319502,0.22740963855421686,0.26490066225165565,0.4,11471743.89,716983.993125,60.0,0.21052631578947367
P0208,Marsa Plage Compact Vista,La Marsa,Marsa Plage,36.890013,10.330857,Studio,average,2025-06-05,128,479000,563,185,0.3285968028419183,108,30,8.0,35288.53,62.67944937833037,190.7488108108108,0.19182948490230906,0.2777777777777778,0.26666666666666666,3669147.5,458643.4375,120.0,0.0625
P0236,Marsa Plage Signature Gardens,La Marsa,Marsa Plage,36.885033,10.324111,Villa,weak,2025-02-04,48,478000,421,103,0.24465558194774348,55,5,1.0,32266.38,76.64223277909738,313.26582524271845,0.13064133016627077,0.09090909090909091,0.2,451965.54,451965.54,47.0,0.020833333333333332
P0261,Marsa Plage Signature Heights,La Marsa,Marsa Plage,36.894664,10.317954,Villa,average,2025-04-20,73,1272000,377,40,0.10610079575596817,44,6,0.0,32824.51,87.06766578249338,820.61275,0.11671087533156499,0.13636363636363635,0.0,0.0,1272000.0,73.0,0.0
P0237,Marsa Plage Signature Living,La Marsa,Marsa Plage,36.882415,10.325922,Villa,average,2025-02-11,57,1423000,403,44,0.10918114143920596,42,8,1.0,37135.86,92.14853598014888,843.9968181818182,0.10421836228287841,0.19047619047619047,0.125,1379177.99,1379177.99,56.0,0.017543859649122806
P0240,Marsa Plage Signature Vista,La Marsa,Marsa Plage,36.893865,10.331972,Villa,weak,2025-04-29,88,890000,272,61,0.22426470588235295,39,5,2.0,21761.35,80.00496323529411,356.7434426229508,0.14338235294117646,0.1282051282051282,0.4,1702922.29,851461.145,86.0,0.022727272727272728
P0215,Marsa Plage Urban Gardens,La Marsa,Marsa Plage,36.891475,10.323492,Apartment,strong,2025-02-04,152,785000,1184,429,0.3623310810810811,260,70,34.0,63589.94,53.70771959459459,148.22829836829837,0.2195945945945946,0.2692307692307692,0.4857142857142857,25381693.37,746520.3932352941,118.0,0.2236842105263158
P0242,Marsa Plage Urban Heights,La Marsa,Marsa Plage,36.885435,10.32433,Apartment,average,2025-02-23,160,1001000,674,126,0.18694362017804153,97,21,2.0,49918.53,74.0631008902077,396.1788095238095,0.14391691394658754,0.21649484536082475,0.09523809523809523,1874082.2,937041.1,158.0,0.0125
P0248,Marsa Plage Urban Living,La Marsa,Marsa Plage,36.885393,10.320737,Apartment,strong,2025-01-31,158,1009000,1144,314,0.2744755244755245,210,48,24.0,67361.17,58.882141608391606,214.52601910828025,0.18356643356643357,0.22857142857142856,0.5,22851192.69,952133.02875,134.0,0.1518987341772152
P0258,Marsa Plage Urban Living,La Marsa,Marsa Plage,36.893017,10.323929,Apartment,average,2025-01-18,178,792000,865,246,0.28439306358381505,142,38,13.0,54422.74,62.916462427745664,221.23065040650405,0.16416184971098266,0.2676056338028169,0.34210526315789475,9714166.51,747243.5776923076,165.0,0.07303370786516854
P0254,Marsa Plage Urban Park,La Marsa,Marsa Plage,36.879503,10.319935,Apartment,weak,2025-05-26,140,684000,359,112,0.31197771587743733,46,6,2.0,26826.41,74.72537604456825,239.52151785714287,0.12813370473537605,0.13043478260869565,0.3333333333333333,1265831.2,632915.6,138.0,0.014285714285714285
P0225,Marsa Plage Urban Residences,La Marsa,Marsa Plage,36.891539,10.327709,Apartment,weak,2025-02-27,106,558000,511,141,0.2759295499021526,63,5,3.0,39973.13,78.22530332681018,283.4973758865248,0.1232876712328767,0.07936507936507936,0.6,1565512.1600000001,521837.3866666667,103.0,0.02830188679245283
